CODI_INTERN,TIPUS_OCUPACIO,DATA_INICI,DATA_FI,DURADA,LAT,LNG,WKT
"5120700913428015107130","RESERVES D'ESTACIONAMENT PUNTUAL","28/01/2017","29/01/2017","2","41,543857920681","2,44255624286001","POINT (2.44255624286001 41.543857920681)"
"5120700913430553607130","NETEJES ESPECIALS","16/01/2017","17/02/2017","33","41,5265839629165","2,43219896503508","POINT (2.43219896503508 41.5265839629165)"
"5120700913521624107130","RASES I CATES","30/01/2017","03/02/2017","5","41,5400388659662","2,43778372613868","POINT (2.43778372613868 41.5400388659662)"
"5120700913605673607130","REHABILITACIÓ DE CONSTRUCCIONS","06/02/2017","06/02/2017","1","41,5392698585703","2,44300556428376","POINT (2.44300556428376 41.5392698585703)"
"5120700913617517107130","OBRES","09/02/2017","09/02/2017","1","41,5397529623123","2,44497097792145","POINT (2.44497097792145 41.5397529623123)"
"5120700913679052107130","CONTENIDOR DE RUNA","17/02/2017","21/02/2017","5","41,5346298082157","2,4439812010292","POINT (2.4439812010292 41.5346298082157)"
"5120700913696635107130","MUDANÇA","21/02/2017","21/02/2017","1","41,5432232331936","2,4391607102759","POINT (2.4391607102759 41.5432232331936)"
"5120700913797927107130","ACTES CULTURALS","14/04/2017","14/04/2017","1","41,5407088779717","2,43961013775055","POINT (2.43961013775055 41.5407088779717)"
"5120700914467421607130","OBRES","06/03/2017","08/03/2017","3","41,5398011289731","2,43413517339457","POINT (2.43413517339457 41.5398011289731)"
"5120700914468520107130","OBRES","06/03/2017","09/03/2017","4","41,5397505908294","2,44497376864363","POINT (2.44497376864363 41.5397505908294)"
"5120700914472661107130","SAC DE RUNA","06/03/2017","10/03/2017","5","41,5386309123422","2,44950585342393","POINT (2.44950585342393 41.5386309123422)"
"5120700914493085607130","ENDERROCS EN CASC URBÀ","06/03/2017","17/03/2017","12","41,5367972591719","2,43516452355249","POINT (2.43516452355249 41.5367972591719)"
"5120700914530747607130","MUDANÇA","09/03/2017","09/03/2017","1","41,5393978013208","2,44274894542877","POINT (2.44274894542877 41.5393978013208)"
"5120700914550927607130","OBRES","08/03/2017","10/03/2017","3","41,5470238516825","2,45085245705895","POINT (2.45085245705895 41.5470238516825)"
"5120700913696404107130","CONTENIDOR DE RUNA","21/02/2017","21/02/2017","1","41,539730550108","2,43172779318489","POINT (2.43172779318489 41.539730550108)"
"5120700913902670607130","MUDANÇA","24/02/2017","24/02/2017","1","41,5380366522261","2,43177985878277","POINT (2.43177985878277 41.5380366522261)"
"5120700914981978107130","CONTENIDOR DE RUNA","21/03/2017","24/03/2017","4","41,5493793072806","2,42903966638846","POINT (2.42903966638846 41.5493793072806)"
"5120700915091333107130","ACTES DIVERSOS AL CARRER","30/03/2017","30/03/2017","1","41,54182231311","2,44482436850868","POINT (2.44482436850868 41.54182231311)"
"5120700915249848107130","RESERVES D'ESTACIONAMENT PUNTUAL","19/04/2017","19/04/2017","1","41,5400663477538","2,44586337527367","POINT (2.44586337527367 41.5400663477538)"
"5120700915249869107130","MUDANÇA","06/04/2017","06/04/2017","1","41,5359615062942","2,43810194644483","POINT (2.43810194644483 41.5359615062942)"
"5120700915425757107130","MUDANÇA","20/04/2017","20/04/2017","1","41,5398027595754","2,43331669893733","POINT (2.43331669893733 41.5398027595754)"
"5120700915482494607130","TERRASSES DE BAR","18/04/2017","31/12/2021","365","41,5401145434134","2,43378607373579","POINT (2.43378607373579 41.5401145434134)"
"5120700915486130607130","CÀRREGA I DESCÀRREGA DE MATERIALS","27/04/2017","27/04/2017","1","41,5498256740044","2,45156883177647","POINT (2.45156883177647 41.5498256740044)"
"5120700915489543107130","NETEJES ESPECIALS","24/04/2017","26/04/2017","3","41,5317386328028","2,42109028976483","POINT (2.42109028976483 41.5317386328028)"
"5120700915514953107130","RASES I CATES","02/05/2017","04/05/2017","3","41,5384373846361","2,43235619379359","POINT (2.43235619379359 41.5384373846361)"
"5120700915515917607130","RASES I CATES","25/04/2017","28/04/2017","4","41,5369644851309","2,43676338049735","POINT (2.43676338049735 41.5369644851309)"
"5120700915515930607130","CONTENIDOR DE RUNA","26/04/2017","05/05/2017","10","41,5386937232031","2,4247284989363","POINT (2.4247284989363 41.5386937232031)"
"5120700915515945107130","CÀRREGA I DESCÀRREGA DE MATERIALS","28/04/2017","28/04/2017","1","41,5497631898918","2,44144545313262","POINT (2.44144545313262 41.5497631898918)"
"5120700915517875607130","MUDANÇA","30/04/2017","30/04/2017","1","41,5396226293772","2,44321167285781","POINT (2.44321167285781 41.5396226293772)"
"5120700915521232607130","MUDANÇA","30/04/2017","30/04/2017","1","41,5341234841551","2,44456442710878","POINT (2.44456442710878 41.5341234841551)"
"5120700915521491107130","CERCAVILES","07/05/2017","07/05/2017","1","41,5367995902267","2,42936633023975","POINT (2.42936633023975 41.5367995902267)"
"5120700915524572107130","BASTIDES I TANQUES","29/04/2017","29/05/2017","31","41,5491288277404","2,42929632362656","POINT (2.42929632362656 41.5491288277404)"
"5120700915525108107130","RASES I CATES","26/04/2017","01/05/2017","6","41,5524583275081","2,44411988614039","POINT (2.44411988614039 41.5524583275081)"
"5120700915525543607130","OBRES","09/05/2017","09/05/2017","1","41,5369401372734","2,44074213409038","POINT (2.44074213409038 41.5369401372734)"
"5120700915525542607130","RASES I CATES","26/04/2017","01/05/2017","6","41,5417981953167","2,45388862866036","POINT (2.45388862866036 41.5417981953167)"
"5120700915525638607130","RESERVES D' ESTACIONAMENT","02/05/2017","03/05/2017","2","41,5516055126971","2,44694244137869","POINT (2.44694244137869 41.5516055126971)"
"5120700915525907107130","RASES I CATES","26/04/2017","01/05/2017","6","41,5372770622326","2,4448054466267","POINT (2.4448054466267 41.5372770622326)"
"5120700915526046607130","BASTIDES I TANQUES","11/05/2017","11/06/2017","32","41,538862524681","2,42358133416736","POINT (2.42358133416736 41.538862524681)"
"5120700915527929107130","OBRES","02/05/2017","02/05/2017","1","41,5374838209999","2,44627064060687","POINT (2.44627064060687 41.5374838209999)"
"5120700915528851607130","REHABILITACIÓ DE CONSTRUCCIONS","02/05/2017","02/05/2017","1","41,5410687285777","2,443154334293","POINT (2.443154334293 41.5410687285777)"
"5120700915538773107130","SAC DE RUNA","02/05/2017","05/05/2017","4","41,5375731156128","2,4454873021523","POINT (2.4454873021523 41.5375731156128)"
"5120700913294025607130","CONTENIDOR DE RUNA","14/12/2016","04/01/2017","22","41,5412615438152","2,45234095098687","POINT (2.45234095098687 41.5412615438152)"
"5120700913404588607130","ACTES CULTURALS","19/05/2017","22/05/2017","4","41,5378414247498","2,44464768711358","POINT (2.44464768711358 41.5378414247498)"
"5120700913449750107130","MUDANÇA","23/01/2017","23/01/2017","1","41,5538353334235","2,43921291136769","POINT (2.43921291136769 41.5538353334235)"
"5120700913618298107130","TERRASSES DE BAR","30/01/2017","31/12/2021","365","41,5369819897262","2,44963369503912","POINT (2.44963369503912 41.5369819897262)"
"5120700913618997607130","CÀRREGA I DESCÀRREGA DE MATERIALS","10/02/2017","10/02/2017","1","41,5530524093111","2,44624755444375","POINT (2.44624755444375 41.5530524093111)"
"5120700913630880107130","MUDANÇA","10/02/2017","10/02/2017","1","41,5436225492163","2,44672854497642","POINT (2.44672854497642 41.5436225492163)"
"5120700913639599607130","ACTES DIVERSOS AL CARRER","23/02/2017","23/02/2017","1","41,5401865336047","2,4467303269328","POINT (2.4467303269328 41.5401865336047)"
"5120700913639637607130","TERRASSES DE BAR","30/01/2017","31/12/2021","365","41,5513971156735","2,44261826841778","POINT (2.44261826841778 41.5513971156735)"
"5120700913676975607130","MUDANÇA","17/02/2017","17/02/2017","1","41,542165897977","2,44526036950437","POINT (2.44526036950437 41.542165897977)"
"5120700913683464107130","MUDANÇA","20/02/2017","20/02/2017","1","41,5443335726505","2,43514064653569","POINT (2.43514064653569 41.5443335726505)"
"5120700913687432107130","ACTES DIVERSOS AL CARRER","19/03/2017","19/03/2017","1","41,5431134253605","2,43845379557519","POINT (2.43845379557519 41.5431134253605)"
"5120700913693196607130","CÀRREGA I DESCÀRREGA DE MATERIALS","25/02/2017","30/12/2017","309","41,5332834883242","2,43822868581087","POINT (2.43822868581087 41.5332834883242)"
"5120700913727559107130","RESERVES D' ESTACIONAMENT","23/02/2017","23/02/2017","1","41,544604605958","2,44151592247097","POINT (2.44151592247097 41.544604605958)"
"5120700913799163607130","MUDANÇA","24/02/2017","24/02/2017","1","41,5365617608747","2,44805520892202","POINT (2.44805520892202 41.5365617608747)"
"5120700913864643607130","CERCAVILES","24/02/2017","24/02/2017","1","41,5489640272651","2,44985095109415","POINT (2.44985095109415 41.5489640272651)"
"5120700914072040607130","CONTENIDOR DE RUNA","02/03/2017","13/12/2017","287","41,540560611858","2,43330554294496","POINT (2.43330554294496 41.540560611858)"
"5120700914347352107130","REHABILITACIÓ DE CONSTRUCCIONS","28/02/2017","28/02/2017","1","41,5361543714144","2,44294404625329","POINT (2.44294404625329 41.5361543714144)"
"5120700914465128607130","ACTES CULTURALS","02/04/2017","02/04/2017","1","41,5388978761255","2,44694292432669","POINT (2.44694292432669 41.5388978761255)"
"5120700913678823107130","OBRES","17/02/2017","17/02/2017","1","41,5401348389651","2,43658059757796","POINT (2.43658059757796 41.5401348389651)"
"5120700914122907607130","ACTES DIVERSOS AL CARRER","12/03/2017","12/03/2017","1","41,5399608704975","2,45589385518922","POINT (2.45589385518922 41.5399608704975)"
"5120700914123534607130","TERRASSES DE BAR","01/05/2017","30/09/2017","153","41,5486874718167","2,44076519191645","POINT (2.44076519191645 41.5486874718167)"
"5120700914123622607130","OBRES","02/03/2017","02/03/2017","1","41,5414798301744","2,44512060330073","POINT (2.44512060330073 41.5414798301744)"
"5120700914124003607130","REHABILITACIÓ DE CONSTRUCCIONS","02/03/2017","03/03/2017","2","41,5365103731263","2,44625759563483","POINT (2.44625759563483 41.5365103731263)"
"5120700914162558107130","SAC DE RUNA","06/03/2017","07/03/2017","2","41,537142451729","2,43449132591363","POINT (2.43449132591363 41.537142451729)"
"5120700914615761607130","RASES I CATES","14/03/2017","16/03/2017","3","41,5309094696551","2,43804124508167","POINT (2.43804124508167 41.5309094696551)"
"5120700914937794607130","ACTES CULTURALS","21/04/2017","21/04/2017","1","41,5380694483469","2,44463751007414","POINT (2.44463751007414 41.5380694483469)"
"5120700913411297107130","REHABILITACIÓ DE CONSTRUCCIONS","05/01/2017","23/01/2017","19","41,5444004464533","2,4405906845681","POINT (2.4405906845681 41.5444004464533)"
"5120700913730854607130","ACTES CULTURALS","13/04/2017","13/04/2017","1","41,5411636150347","2,44439525690943","POINT (2.44439525690943 41.5411636150347)"
"5120700913660629107130","ACTES CULTURALS","05/03/2017","05/03/2017","1","41,5525778076029","2,44419024261819","POINT (2.44419024261819 41.5525778076029)"
"5120700913937439107130","NETEJES ESPECIALS","27/02/2017","10/03/2017","12","41,537863461136","2,43869127794493","POINT (2.43869127794493 41.537863461136)"
"5120700913936480607130","RASES I CATES","27/02/2017","03/03/2017","5","41,5396945370045","2,45054673961884","POINT (2.45054673961884 41.5396945370045)"
"5120700914556062107130","MUDANÇA","15/03/2017","15/03/2017","1","41,5373862596249","2,43537184589081","POINT (2.43537184589081 41.5373862596249)"
"5120700914562271107130","OBRES","10/03/2017","10/03/2017","1","41,5342009977707","2,44511401049977","POINT (2.44511401049977 41.5342009977707)"
"5120700914601721107130","MUDANÇA","13/04/2017","13/04/2017","1","41,5389606472443","2,44881846900336","POINT (2.44881846900336 41.5389606472443)"
"5120700914602363607130","CONTENIDOR DE RUNA","13/03/2017","17/03/2017","5","41,534394894133","2,44490882907035","POINT (2.44490882907035 41.534394894133)"
"5120700914602616107130","REHABILITACIÓ DE CONSTRUCCIONS","13/03/2017","13/03/2017","1","41,537192493551","2,44881326397431","POINT (2.44881326397431 41.537192493551)"
"5120700914603688107130","RASES I CATES","13/03/2017","13/03/2017","1","41,5423575533828","2,45425893173524","POINT (2.45425893173524 41.5423575533828)"
"5120700914704760107130","OBRES","16/03/2017","20/03/2017","5","41,5392723312449","2,42307192352814","POINT (2.42307192352814 41.5392723312449)"
"5120700914709199107130","RASES I CATES","17/03/2017","21/03/2017","5","41,5452147280921","2,44861068775862","POINT (2.44861068775862 41.5452147280921)"
"5120700913933682607130","NETEJES ESPECIALS","27/02/2017","10/03/2017","12","41,5505451962188","2,44391744473552","POINT (2.44391744473552 41.5505451962188)"
"5120700914074948607130","MUDANÇA","01/03/2017","01/03/2017","1","41,5356563998958","2,43873620462585","POINT (2.43873620462585 41.5356563998958)"
"5120700914118332607130","ACTES DIVERSOS AL CARRER","04/03/2017","04/03/2017","1","41,5493161109041","2,44076932576615","POINT (2.44076932576615 41.5493161109041)"
"5120700914587034107130","NETEJES ESPECIALS","13/03/2017","17/03/2017","5","41,5298297108699","2,42862721376345","POINT (2.42862721376345 41.5298297108699)"
"5120700914602236607130","MUDANÇA","13/03/2017","13/03/2017","1","41,544802559961","2,43179452655777","POINT (2.43179452655777 41.544802559961)"
"5120700914690125107130","MANTENIMENT DE VIALS","14/03/2017","14/03/2017","1","41,5426309125795","2,45364171012568","POINT (2.45364171012568 41.5426309125795)"
"5120700914979654107130","RASES I CATES","27/03/2017","29/03/2017","3","41,5410498967698","2,42413627638571","POINT (2.42413627638571 41.5410498967698)"
"5120700915015331607130","ACTES DIVERSOS AL CARRER","25/03/2017","25/03/2017","1","41,5273311687546","2,43220282515222","POINT (2.43220282515222 41.5273311687546)"
"5120700915068931607130","ACTES CULTURALS","31/03/2017","03/04/2017","4","41,5384271581942","2,44212724919916","POINT (2.44212724919916 41.5384271581942)"
"5120700915166973607130","RESERVES D' ESTACIONAMENT","05/04/2017","06/04/2017","2","41,5374596290978","2,44525251254786","POINT (2.44525251254786 41.5374596290978)"
"5120700915186668107130","CÀRREGA I DESCÀRREGA DE MATERIALS","06/04/2017","06/04/2017","1","41,5390619680678","2,44492270062219","POINT (2.44492270062219 41.5390619680678)"
"5120700915225276607130","ACTES DIVERSOS AL CARRER","21/04/2017","21/04/2017","1","41,5373300289651","2,44466214465836","POINT (2.44466214465836 41.5373300289651)"
"5120700915275912607130","RASES I CATES","24/04/2017","26/04/2017","3","41,5394663345312","2,44058402642586","POINT (2.44058402642586 41.5394663345312)"
"5120700915295141607130","RASES I CATES","10/04/2017","19/04/2017","10","41,537736682618","2,42105956707135","POINT (2.42105956707135 41.537736682618)"
"5120700915305315107130","OBRES","12/04/2017","12/04/2017","1","41,541070093719","2,4244038129614","POINT (2.4244038129614 41.541070093719)"
"5120700915326459607130","ACTES CULTURALS","07/07/2017","10/07/2017","4","41,5395829026577","2,42846151200079","POINT (2.42846151200079 41.5395829026577)"
"5120700915330864607130","RESERVES D' ESTACIONAMENT","18/04/2017","18/04/2017","1","41,5420257485738","2,44458400926741","POINT (2.44458400926741 41.5420257485738)"
"5120700915369828107130","MUDANÇA","19/04/2017","19/04/2017","1","41,5383813243479","2,44773153781612","POINT (2.44773153781612 41.5383813243479)"
"5120700915370326107130","OBRES","18/04/2017","19/04/2017","2","41,5377698873397","2,4399346726448","POINT (2.4399346726448 41.5377698873397)"
"5120700915373194107130","ACTES DIVERSOS AL CARRER","22/04/2017","22/04/2017","1","41,5418545489489","2,4383082722395","POINT (2.4383082722395 41.5418545489489)"
"5120700915424532107130","MUDANÇA","25/04/2017","25/04/2017","1","41,5390575720701","2,4361923059601","POINT (2.4361923059601 41.5390575720701)"
"5120700915454380607130","RASES I CATES","20/04/2017","21/04/2017","2","41,5610229402104","2,44605440714794","POINT (2.44605440714794 41.5610229402104)"
"5120700913095292607130","TERRASSES DE BAR","01/05/2017","30/09/2017","153","41,546598028995","2,43462563462744","POINT (2.43462563462744 41.546598028995)"
"5120700913752221607130","RASES I CATES","23/02/2017","01/03/2017","7","41,536755972086","2,43645960147421","POINT (2.43645960147421 41.536755972086)"
"5120700913830290607130","CONTENIDOR DE RUNA","23/02/2017","03/03/2017","9","41,5404673385138","2,44427280516318","POINT (2.44427280516318 41.5404673385138)"
"5120700914936205107130","OBRES","22/03/2017","22/03/2017","1","41,5378174941338","2,43987619035812","POINT (2.43987619035812 41.5378174941338)"
"5120700914937969107130","ACTES CULTURALS","23/04/2017","23/04/2017","1","41,5418426828685","2,44308458510333","POINT (2.44308458510333 41.5418426828685)"
"5120700914937847107130","CONTENIDOR DE RUNA","20/03/2017","31/03/2017","12","41,5408042184734","2,44596366557029","POINT (2.44596366557029 41.5408042184734)"
"5120700914939628107130","ACTES CULTURALS","23/04/2017","23/04/2017","1","41,5407224907782","2,44437186184671","POINT (2.44437186184671 41.5407224907782)"
"5120700914941242607130","MUDANÇA","21/03/2017","21/03/2017","1","41,5408011936619","2,44143421812975","POINT (2.44143421812975 41.5408011936619)"
"5120700914942266607130","ACTES CULTURALS","23/04/2017","23/04/2017","1","41,5399418904723","2,44579169286877","POINT (2.44579169286877 41.5399418904723)"
"5120700914948453107130","RASES I CATES","22/03/2017","24/03/2017","3","41,5359280907897","2,44157078437953","POINT (2.44157078437953 41.5359280907897)"
"5120700914962873107130","TERRASSES DE BAR","14/03/2017","31/12/2021","365","41,5486488159441","2,45278369873344","POINT (2.45278369873344 41.5486488159441)"
"5120700914979145107130","RESERVES D'ESTACIONAMENT PUNTUAL","27/03/2017","27/03/2017","1","41,5248006126955","2,43000828783141","POINT (2.43000828783141 41.5248006126955)"
"5120700914979256107130","RESERVES D'ESTACIONAMENT PUNTUAL","27/03/2017","27/03/2017","1","41,5272746640564","2,4360875260728","POINT (2.4360875260728 41.5272746640564)"
"5120700914979338107130","MUDANÇA","23/03/2017","23/03/2017","1","41,5488488391316","2,43648464889547","POINT (2.43648464889547 41.5488488391316)"
"5120700914979321107130","ACTES CULTURALS","28/03/2017","28/03/2017","1","41,5524289227394","2,45064785146245","POINT (2.45064785146245 41.5524289227394)"
"5120700914980048607130","RASES I CATES","29/03/2017","31/03/2017","3","41,5411160897875","2,42410171991668","POINT (2.42410171991668 41.5411160897875)"
"5120700914981334607130","OBRES","22/03/2017","22/03/2017","1","41,5371133165352","2,44885394641167","POINT (2.44885394641167 41.5371133165352)"
"5120700914984667607130","RASES I CATES","22/03/2017","27/03/2017","6","41,5334488896582","2,42257150073117","POINT (2.42257150073117 41.5334488896582)"
"5120700914993906107130","ESDEVENIMENTS ESPORTIUS","08/04/2017","08/04/2017","1","41,543282683017","2,43862536918903","POINT (2.43862536918903 41.543282683017)"
"5120700913372179107130","BASTIDES I TANQUES","09/01/2017","03/03/2017","54","41,5398711785382","2,4447326970597","POINT (2.4447326970597 41.5398711785382)"
"5120700913404511107130","RESERVES D' ESTACIONAMENT","02/01/2017","02/01/2017","1","41,5420890393761","2,44786527849302","POINT (2.44786527849302 41.5420890393761)"
"5120700913404863107130","OBRES","11/01/2017","11/01/2017","1","41,5374982776537","2,4462435269292","POINT (2.4462435269292 41.5374982776537)"
"5120700913433803607130","RASES I CATES","18/01/2017","18/01/2017","1","41,5472512760853","2,43556799588473","POINT (2.43556799588473 41.5472512760853)"
"5120700913434763107130","OBRES","19/01/2017","19/01/2017","1","41,5397499422388","2,44498271981391","POINT (2.44498271981391 41.5397499422388)"
"5120700913436517107130","MUDANÇA","20/01/2017","20/01/2017","1","41,5383910808201","2,45044862916155","POINT (2.45044862916155 41.5383910808201)"
"5120700913447951107130","OBRES","23/01/2017","23/01/2017","1","41,5419025482244","2,44164920653907","POINT (2.44164920653907 41.5419025482244)"
"5120700913447952607130","CÀRREGA I DESCÀRREGA DE MATERIALS","23/01/2017","27/01/2017","5","-,00111324866913157","-1,48947402150962","POINT (-1.48947402150962 -0.00111324866913157)"
"5120700913588589107130","MUDANÇA","08/02/2017","08/02/2017","1","41,5422321425941","2,43969913396675","POINT (2.43969913396675 41.5422321425941)"
"5120700913597993607130","OBRES","03/02/2017","03/02/2017","1","41,5419066000878","2,44166572570318","POINT (2.44166572570318 41.5419066000878)"
"5120700914716318607130","ACTES DIVERSOS AL CARRER","23/03/2017","23/03/2017","1","41,5454686491002","2,44133001190633","POINT (2.44133001190633 41.5454686491002)"
"5120700914737560607130","ACTES DIVERSOS AL CARRER","18/03/2017","18/03/2017","1","41,5341058150977","2,42729703829753","POINT (2.42729703829753 41.5341058150977)"
"5120700914754523107130","RASES I CATES","20/03/2017","20/03/2017","1","41,5383122503184","2,44518676345006","POINT (2.44518676345006 41.5383122503184)"
"5120700914832341107130","RASES I CATES","20/03/2017","30/03/2017","11","41,5353707876937","2,43045202891859","POINT (2.43045202891859 41.5353707876937)"
"5120700914739240607130","ACTES DIVERSOS AL CARRER","19/03/2017","19/03/2017","1","41,54405918378","2,45373234924908","POINT (2.45373234924908 41.54405918378)"
"5120700915143453107130","COMERÇ URBÀ","22/04/2017","22/04/2017","1","41,5401841911419","2,44668245033927","POINT (2.44668245033927 41.5401841911419)"
"5120700915157896607130","CONTENIDOR DE RUNA","04/04/2017","07/04/2017","4","41,5362282070345","2,44085158564854","POINT (2.44085158564854 41.5362282070345)"
"5120700915211717607130","OBRES","06/04/2017","06/04/2017","1","41,5415604598966","2,44546417071193","POINT (2.44546417071193 41.5415604598966)"
"5120700915230609107130","MUDANÇA","05/04/2017","05/04/2017","1","41,5391950092242","2,45272688171086","POINT (2.45272688171086 41.5391950092242)"
"5120700915249267107130","SAC DE RUNA","07/04/2017","07/04/2017","1","41,5505181634002","2,43391239925062","POINT (2.43391239925062 41.5505181634002)"
"5120700915249333607130","ACTES DIVERSOS AL CARRER","08/04/2017","06/05/2017","29","41,5382748240494","2,44519198358969","POINT (2.44519198358969 41.5382748240494)"
"5120700915303368607130","NETEJES ESPECIALS","12/04/2017","13/04/2017","2","41,5364055531828","2,42170639795994","POINT (2.42170639795994 41.5364055531828)"
"5120700915318988107130","MUDANÇA","13/04/2017","13/04/2017","1","41,5350979608805","2,4463898963686","POINT (2.4463898963686 41.5350979608805)"
"5120700915319165107130","MUDANÇA","13/04/2017","13/04/2017","1","41,5322992965212","2,4429033485479","POINT (2.4429033485479 41.5322992965212)"
"5120700915319254107130","TERRASSES DE BAR","31/03/2017","31/12/2021","365","41,5405448111014","2,43445739345098","POINT (2.43445739345098 41.5405448111014)"
"5120700915330819607130","RASES I CATES","18/04/2017","20/04/2017","3","41,536364017283","2,44336879844636","POINT (2.44336879844636 41.536364017283)"
"5120700915340744607130","OBRES","18/04/2017","18/04/2017","1","41,5401836523385","2,44455921104789","POINT (2.44455921104789 41.5401836523385)"
"5120700915412985107130","OBRES","21/04/2017","24/04/2017","4","41,5361286516893","2,43706548626178","POINT (2.43706548626178 41.5361286516893)"
"5120700915424870107130","MUDANÇA","21/04/2017","21/04/2017","1","41,5387099910532","2,44159705220236","POINT (2.44159705220236 41.5387099910532)"
"5120700915425535607130","OBRES","21/04/2017","21/04/2017","1","41,5397815797098","2,44507567054797","POINT (2.44507567054797 41.5397815797098)"
"5120700915452738607130","ACTES DIVERSOS AL CARRER","22/04/2017","22/04/2017","1","41,5334767082631","2,44503418794704","POINT (2.44503418794704 41.5334767082631)"
"5120700915455164107130","ACTES DIVERSOS AL CARRER","13/05/2017","13/05/2017","1","41,5440538291397","2,45357252210054","POINT (2.45357252210054 41.5440538291397)"
"5120700915483143107130","EXPOSCIONS A ESPAIS PÚBLICS","23/05/2017","23/05/2017","1","41,5427994455273","2,43786897345238","POINT (2.43786897345238 41.5427994455273)"
"5120700915483647107130","TERRASSES DE BAR","01/05/2017","30/09/2017","153","41,5401060096506","2,43379254283622","POINT (2.43379254283622 41.5401060096506)"
"5120700913291389607130","ESDEVENIMENTS ESPORTIUS ORGANITZATS PER TERCERS","20/01/2017","22/01/2017","3","41,5332812092241","2,4467281168189","POINT (2.4467281168189 41.5332812092241)"
"5120700913293989607130","COMERÇ URBÀ","13/05/2017","13/05/2017","1","41,5398202335837","2,44459837002007","POINT (2.44459837002007 41.5398202335837)"
"5120700913489654107130","RASES I CATES","30/01/2017","31/01/2017","2","41,5377104404168","2,44889624627351","POINT (2.44889624627351 41.5377104404168)"
"5120700913489701107130","RASES I CATES","01/02/2017","03/02/2017","3","41,5437026385024","2,44145421594604","POINT (2.44145421594604 41.5437026385024)"
"5120700913518822107130","ACTES CULTURALS","29/04/2017","29/04/2017","1","41,5399900682981","2,44556980689125","POINT (2.44556980689125 41.5399900682981)"
"5120700913518851607130","ACTES CULTURALS","29/04/2017","29/04/2017","1","41,5418371183659","2,44304945659297","POINT (2.44304945659297 41.5418371183659)"
"5120700913518861607130","ACTES CULTURALS","30/04/2017","30/04/2017","1","41,5418313226715","2,44309063574044","POINT (2.44309063574044 41.5418313226715)"
"5120700913520062607130","NETEJES ESPECIALS","30/01/2017","17/02/2017","19","41,5353924963795","2,42250745504061","POINT (2.42250745504061 41.5353924963795)"
"5120700913546177607130","CONTENIDOR DE RUNA","01/02/2017","03/02/2017","3","41,5414656329402","2,44298284424917","POINT (2.44298284424917 41.5414656329402)"
"5120700913598225607130","MUDANÇA","03/02/2017","03/02/2017","1","41,5323223922499","2,44291590596938","POINT (2.44291590596938 41.5323223922499)"
"5120700913608051607130","RASES I CATES","06/02/2017","10/02/2017","5","41,5636593006455","2,42657604771156","POINT (2.42657604771156 41.5636593006455)"
"5120700913681693107130","TERRASSES DE BAR","13/02/2017","31/12/2021","365","41,5474995540521","2,44578608550618","POINT (2.44578608550618 41.5474995540521)"
"5120700913692436607130","MUDANÇA","22/02/2017","22/02/2017","1","-,00111324866913157","-1,48947402150962","POINT (-1.48947402150962 -0.00111324866913157)"
"5120700913693010607130","CONTENIDOR DE RUNA","24/02/2017","24/02/2017","1","41,5420087263639","2,44628781567247","POINT (2.44628781567247 41.5420087263639)"
"5120700913857962107130","SAC DE RUNA","23/02/2017","27/02/2017","5","41,5378760144495","2,45135991991072","POINT (2.45135991991072 41.5378760144495)"
"5120700913857928607130","BASTIDES I TANQUES","20/03/2017","20/04/2017","32","41,537073549136","2,44713931630432","POINT (2.44713931630432 41.537073549136)"
"5120700913857947107130","SAC DE RUNA","27/02/2017","03/03/2017","5","41,5379479782764","2,43189974781568","POINT (2.43189974781568 41.5379479782764)"
"5120700913858662107130","BASTIDES I TANQUES","27/02/2017","27/04/2017","60","41,5384564617697","2,44782485166157","POINT (2.44782485166157 41.5384564617697)"
"5120700914076097107130","MUDANÇA","01/03/2017","01/03/2017","1","41,5405176331875","2,45516294395456","POINT (2.45516294395456 41.5405176331875)"
"5120700914581361107130","SAC DE RUNA","13/03/2017","14/03/2017","2","41,5495424529697","2,44753700839044","POINT (2.44753700839044 41.5495424529697)"
"5120700915004166607130","MUDANÇA","24/03/2017","24/03/2017","1","41,5364021352074","2,4354679350622","POINT (2.4354679350622 41.5364021352074)"
"5120700915005613607130","MUDANÇA","24/03/2017","24/03/2017","1","41,5363185276264","2,44535523706226","POINT (2.44535523706226 41.5363185276264)"
"5120700915009638607130","ACTES DIVERSOS AL CARRER","25/03/2017","25/03/2017","1","41,5250386455662","2,43099591767054","POINT (2.43099591767054 41.5250386455662)"
"5120700915009855107130","CONTENIDOR DE RUNA","23/03/2017","24/03/2017","2","41,532438545548","2,44070359902331","POINT (2.44070359902331 41.532438545548)"
"5120700915012103107130","ACTES DIVERSOS AL CARRER","25/03/2017","25/03/2017","1","41,5384683036538","2,44202990362679","POINT (2.44202990362679 41.5384683036538)"
"5120700915025463107130","ACTES DIVERSOS AL CARRER","26/03/2017","26/03/2017","1","41,5387763265418","2,43952547011756","POINT (2.43952547011756 41.5387763265418)"
"5120700915026313607130","CONTENIDOR DE RUNA","27/03/2017","31/03/2017","5","41,5386092725342","2,44276294774247","POINT (2.44276294774247 41.5386092725342)"
"5120700915032580607130","CONTENIDOR DE RUNA","27/03/2017","30/03/2017","4","41,5449295817503","2,43003619777932","POINT (2.43003619777932 41.5449295817503)"
