CODI_INE,NOMBRE_HABITANTS,NOMBRE_DONES,NOMBRE_HOMES,DONES_00_16,HOMES_00_16,DONES_17_29,HOMES_17_29,DONES_30_49,HOMES_30_49,DONES_50_69,HOMES_50_69,DONES_70,HOMES_70,NOMBRE_VEHICLES,LAT,LNG,WKT
"1-3-10","146","73","73","13","20","7","4","24","24","15","15","14","10","49","41,5423095963094","2,4458436087158","POINT (2.4458436087158 41.5423095963094)"
"5-5-01","366","188","178","37","30","28","27","64","66","38","42","21","13","170","41,5423775122578","2,42185699556647","POINT (2.42185699556647 41.5423775122578)"
"5-6-03","786","370","416","70","84","57","55","110","155","99","96","34","26","278","41,5419107379263","2,4217856058358","POINT (2.4217856058358 41.5419107379263)"
"5-15-01","287","148","139","19","23","22","27","34","27","54","49","19","13","145","41,5425940677653","2,42693696122413","POINT (2.42693696122413 41.5425940677653)"
"1-5-03","157","77","80","11","12","11","15","23","28","19","18","13","7","84","41,5426223210006","2,44263178928849","POINT (2.44263178928849 41.5426223210006)"
"5-4-03","83","41","42","6","6","5","11","12","14","13","8","5","3","52","41,5427152722582","2,42401331042691","POINT (2.42401331042691 41.5427152722582)"
"5-1-09","204","87","117","10","19","7","22","28","24","33","40","9","12","108","41,5427561941662","2,4328995774041","POINT (2.4328995774041 41.5427561941662)"
"5-20-01","609","278","331","57","64","45","57","84","115","54","67","38","28","181","41,5415038015685","2,42735893292591","POINT (2.42735893292591 41.5415038015685)"
"1-5-06","100","53","47","11","6","8","9","13","11","10","14","11","7","45","41,5421526258563","2,44159687032883","POINT (2.44159687032883 41.5421526258563)"
"2-9-02","164","93","71","15","15","15","13","25","21","19","13","19","9","73","41,5420087802434","2,44712967956477","POINT (2.44712967956477 41.5420087802434)"
"2-12-02","281","141","140","17","25","23","26","36","39","43","37","22","13","133","41,5433497340932","2,44700750094459","POINT (2.44700750094459 41.5433497340932)"
"5-2-07","33","13","20","4","4","2","2","4","12","3","2","0","0","9","41,5440201872605","2,42724485892402","POINT (2.42724485892402 41.5440201872605)"
"2-8-04","187","97","90","18","11","11","13","24","28","28","28","16","10","101","41,5436992976132","2,44628244410702","POINT (2.44628244410702 41.5436992976132)"
"1-5-11","286","150","136","17","17","29","20","32","37","46","48","26","14","135","41,5437608428844","2,44097680955636","POINT (2.44097680955636 41.5437608428844)"
"4-6-08","314","157","157","44","49","16","12","81","83","12","12","4","1","144","41,5439531230744","2,43388274768161","POINT (2.43388274768161 41.5439531230744)"
"2-3-08","193","86","107","22","18","10","20","29","33","19","28","6","8","51","41,5441764736565","2,45448185384362","POINT (2.45448185384362 41.5441764736565)"
"1-5-10","250","143","107","26","17","12","14","37","30","37","31","31","15","132","41,5439583820763","2,44193597500045","POINT (2.44193597500045 41.5439583820763)"
"5-3-07","189","88","101","17","19","7","17","25","33","23","22","16","10","50","41,5441834070015","2,42506052260586","POINT (2.42506052260586 41.5441834070015)"
"5-4-08","383","187","196","27","25","29","33","45","58","74","67","12","13","222","41,5439293932332","2,42368744959939","POINT (2.42368744959939 41.5439293932332)"
"5-4-02","82","39","43","6","7","5","7","11","9","11","12","6","8","26","41,5430246490959","2,42489492861642","POINT (2.42489492861642 41.5430246490959)"
"5-2-05","277","148","129","26","26","18","17","48","43","36","31","20","12","119","41,5431007108335","2,42724224062005","POINT (2.42724224062005 41.5431007108335)"
"5-3-02","203","104","99","22","21","12","9","29","33","21","25","20","11","75","41,5431035244867","2,42568204775156","POINT (2.42568204775156 41.5431035244867)"
"5-2-02","369","186","183","36","43","20","18","52","61","48","52","30","9","163","41,5429330223271","2,42894981187154","POINT (2.42894981187154 41.5429330223271)"
"2-9-09","143","78","65","13","11","7","11","23","15","22","19","13","9","71","41,5431659306102","2,44902520107419","POINT (2.44902520107419 41.5431659306102)"
"1-5-08","128","66","62","11","13","13","13","17","17","16","14","9","5","69","41,5433068822249","2,44225340620915","POINT (2.44225340620915 41.5433068822249)"
"5-4-06","140","66","74","6","17","13","10","19","24","18","18","10","5","59","41,5432909344887","2,42284935614298","POINT (2.42284935614298 41.5432909344887)"
"5-1-10","172","92","80","21","22","15","8","40","40","12","10","4","0","67","41,5433162414832","2,43236116994607","POINT (2.43236116994607 41.5433162414832)"
"2-8-02","149","80","69","13","12","12","8","24","21","20","15","11","13","76","41,5431213292443","2,44549591416768","POINT (2.44549591416768 41.5431213292443)"
"2-3-12","353","173","180","44","49","19","20","64","65","34","32","12","14","184","41,5434106118473","2,45472949484148","POINT (2.45472949484148 41.5434106118473)"
"5-5-04","160","82","78","14","20","12","5","26","29","20","17","10","7","60","41,5430824772337","2,4220742960409","POINT (2.4220742960409 41.5430824772337)"
"5-2-03","201","98","103","12","16","15","13","28","42","22","19","21","13","101","41,5431684524342","2,42841797864174","POINT (2.42841797864174 41.5431684524342)"
"2-11-01","215","113","102","23","15","13","18","41","37","20","22","16","10","96","41,543413141227","2,44975460375861","POINT (2.44975460375861 41.543413141227)"
"4-6-06","136","65","71","16","23","9","3","32","35","5","9","3","1","65","41,5436479847691","2,43315980244653","POINT (2.43315980244653 41.5436479847691)"
"4-6-09","487","256","231","67","61","30","22","93","79","55","58","11","11","240","41,5434132652069","2,43470331502124","POINT (2.43470331502124 41.5434132652069)"
"1-9-04","281","151","130","12","10","20","18","25","38","53","35","41","29","150","41,5434087924503","2,44006316532521","POINT (2.44006316532521 41.5434087924503)"
"5-4-07","135","66","69","12","8","10","17","13","22","20","15","11","7","50","41,5436495897056","2,42308160516504","POINT (2.42308160516504 41.5436495897056)"
"5-4-05","81","40","41","8","5","1","5","10","12","15","14","6","5","35","41,5435272112639","2,42462002875002","POINT (2.42462002875002 41.5435272112639)"
"2-11-04","54","27","27","2","2","3","5","5","6","8","7","9","7","30","41,5436836143138","2,45062186297361","POINT (2.45062186297361 41.5436836143138)"
"5-3-04","138","73","65","13","12","10","6","27","25","14","15","9","7","57","41,5435796324729","2,42585097709747","POINT (2.42585097709747 41.5435796324729)"
"2-7-01","79","40","39","6","10","2","6","16","10","7","7","9","6","37","41,5437143834526","2,44789379241133","POINT (2.44789379241133 41.5437143834526)"
"5-3-05","84","42","42","11","7","4","4","15","16","8","9","4","6","36","41,5437399248889","2,42515311914043","POINT (2.42515311914043 41.5437399248889)"
"5-2-11","181","95","86","30","21","7","8","40","37","10","14","8","6","95","41,5436629667332","2,42808434567726","POINT (2.42808434567726 41.5436629667332)"
"2-7-04","35","20","15","4","3","2","2","6","6","3","2","5","2","11","41,5439137899061","2,44853913764706","POINT (2.44853913764706 41.5439137899061)"
"1-3-13","124","65","59","6","8","6","8","17","12","13","14","23","17","42","41,543489236579","2,44372876668643","POINT (2.44372876668643 41.543489236579)"
"5-4-09","124","62","62","9","4","17","21","15","17","18","19","3","1","68","41,5443384916369","2,42401673686421","POINT (2.42401673686421 41.5443384916369)"
"2-3-09","66","28","38","6","11","1","5","14","12","4","5","3","5","25","41,5446092990051","2,45437433187119","POINT (2.45437433187119 41.5446092990051)"
"5-3-08","116","66","50","16","12","6","2","25","18","12","15","7","3","54","41,5445283073467","2,42466167239222","POINT (2.42466167239222 41.5445283073467)"
"5-3-09","195","104","91","8","11","19","15","22","19","39","35","16","11","125","41,5445713483279","2,42609766304946","POINT (2.42609766304946 41.5445713483279)"
"2-7-06","95","58","37","14","6","2","4","22","11","9","9","11","7","39","41,5453473478791","2,44825472346239","POINT (2.44825472346239 41.5453473478791)"
"4-9-01","464","240","224","60","61","23","22","97","91","41","34","19","16","217","41,5452060684729","2,43688783313138","POINT (2.43688783313138 41.5452060684729)"
"2-12-03","939","511","428","84","80","60","39","139","143","133","119","95","47","415","41,5452959326888","2,44658280912814","POINT (2.44658280912814 41.5452959326888)"
"2-7-03","167","85","82","12","18","17","10","29","30","17","19","10","5","87","41,5451524092842","2,44758317689284","POINT (2.44758317689284 41.5451524092842)"
"2-4-02","157","75","82","18","25","11","9","23","28","13","16","10","4","33","41,5457734654559","2,45381148797696","POINT (2.45381148797696 41.5457734654559)"
"2-4-01","183","93","90","29","19","12","19","31","34","12","15","9","3","35","41,5457938079962","2,45327176368293","POINT (2.45327176368293 41.5457938079962)"
"4-5-23","180","93","87","22","24","7","6","33","28","21","20","10","9","94","41,5455511781265","2,43093111837401","POINT (2.43093111837401 41.5455511781265)"
"4-5-17","49","23","26","3","2","4","7","4","4","8","10","4","3","39","41,545510724682","2,42907549730282","POINT (2.42907549730282 41.545510724682)"
"2-7-08","141","73","68","11","9","9","11","20","26","16","16","17","6","63","41,5444611111252","2,45023608570904","POINT (2.45023608570904 41.5444611111252)"
"4-8-02","247","119","128","29","30","10","15","53","55","17","21","10","7","115","41,5445294012856","2,43468019116368","POINT (2.43468019116368 41.5445294012856)"
"5-3-10","180","97","83","21","16","14","12","28","26","26","26","8","3","94","41,5447654482924","2,42524008460326","POINT (2.42524008460326 41.5447654482924)"
"2-3-07","31","18","13","3","2","1","0","8","4","2","3","4","4","16","41,5449303412146","2,45436624426619","POINT (2.45436624426619 41.5449303412146)"
"4-6-07","177","81","96","22","37","9","8","34","31","14","18","2","2","81","41,5445036069637","2,43309938462001","POINT (2.43309938462001 41.5445036069637)"
"5-1-11","446","226","220","58","56","21","21","98","88","40","40","9","15","227","41,5442028550413","2,43186479346066","POINT (2.43186479346066 41.5442028550413)"
"4-5-18","31","16","15","1","1","3","3","2","2","9","9","1","0","20","41,5447062446263","2,42928158911713","POINT (2.42928158911713 41.5447062446263)"
"2-3-03","75","30","45","8","4","4","3","10","27","6","9","2","2","21","41,5449423854575","2,45380900574912","POINT (2.45380900574912 41.5449423854575)"
"2-3-06","49","21","28","2","3","4","9","7","7","8","7","0","2","10","41,5450324714505","2,454014582871","POINT (2.454014582871 41.5450324714505)"
"4-5-19","95","48","47","5","9","11","8","11","12","17","13","4","5","53","41,5446453466186","2,42984412068795","POINT (2.42984412068795 41.5446453466186)"
"5-4-12","30","14","16","1","2","1","3","5","3","6","7","1","1","22","41,5446513334512","2,42176105424599","POINT (2.42176105424599 41.5446513334512)"
"2-3-04","25","17","8","4","1","3","2","5","1","2","3","3","1","2","41,5452813330955","2,45378559099899","POINT (2.45378559099899 41.5452813330955)"
"2-3-05","56","27","29","6","11","3","4","8","6","5","4","5","4","14","41,5452424065088","2,4541775710416","POINT (2.4541775710416 41.5452424065088)"
"2-7-13","184","95","89","18","19","15","14","48","44","11","10","3","2","63","41,5448603765692","2,44881944383704","POINT (2.44881944383704 41.5448603765692)"
"5-21-01","362","178","184","29","33","23","25","50","51","61","60","15","15","220","41,5450654152158","2,42636621847905","POINT (2.42636621847905 41.5450654152158)"
"5-21-02","220","105","115","13","18","22","25","22","25","38","37","10","10","119","41,54528448523","2,42526196590097","POINT (2.42526196590097 41.54528448523)"
"2-7-11","239","129","110","39","22","7","9","50","47","25","22","8","10","132","41,545231476831","2,45251964355651","POINT (2.45251964355651 41.545231476831)"
"2-8-03","641","329","312","38","49","33","35","77","89","105","83","76","56","315","41,5446801898692","2,44586168173452","POINT (2.44586168173452 41.5446801898692)"
"5-3-06","317","153","164","21","36","27","25","49","50","38","37","18","16","181","41,5438280624259","2,4262606915512","POINT (2.4262606915512 41.5438280624259)"
"5-2-09","158","87","71","17","16","17","7","30","26","19","19","4","3","92","41,5441776470935","2,42678805974899","POINT (2.42678805974899 41.5441776470935)"
"2-7-07","125","68","57","8","13","10","8","27","19","15","12","8","5","54","41,5441570099678","2,44929180489271","POINT (2.44929180489271 41.5441570099678)"
"2-7-02","97","44","53","5","10","3","7","20","19","9","12","7","5","34","41,5442467884311","2,44760704529554","POINT (2.44760704529554 41.5442467884311)"
"4-4-16","68","34","34","6","12","5","2","16","13","5","7","2","0","35","41,5467029834426","2,43124481201491","POINT (2.43124481201491 41.5467029834426)"
"5-21-04","31","17","14","0","0","2","3","1","2","12","9","2","0","26","41,5458880719602","2,4266237653581","POINT (2.4266237653581 41.5458880719602)"
"4-3-09","40","17","23","1","4","3","4","4","7","3","3","6","5","17","41,5468498543627","2,4334673795151","POINT (2.4334673795151 41.5468498543627)"
"4-5-03","101","51","50","10","9","7","6","19","19","10","11","5","5","45","41,5464769002077","2,42863895388195","POINT (2.42863895388195 41.5464769002077)"
"4-3-02","170","86","84","10","11","11","7","18","27","29","28","18","11","100","41,5467133598671","2,43426432790439","POINT (2.43426432790439 41.5467133598671)"
"3-1-09","70","35","35","7","7","4","3","7","9","8","8","9","8","35","41,5468550746415","2,45009318668223","POINT (2.45009318668223 41.5468550746415)"
"4-5-02","146","73","73","17","8","4","12","27","22","15","23","10","8","83","41,5467994502378","2,42928694346399","POINT (2.42928694346399 41.5467994502378)"
"4-3-08","38","16","22","2","3","3","2","4","9","4","5","3","3","14","41,546993393331","2,4339648949609","POINT (2.4339648949609 41.546993393331)"
"3-10-02","50","25","25","5","3","3","3","5","7","6","6","6","6","23","41,5469771353939","2,44459806551201","POINT (2.44459806551201 41.5469771353939)"
"5-21-03","157","82","75","13","11","12","6","18","29","30","17","9","12","104","41,5456577427928","2,42452344719865","POINT (2.42452344719865 41.5456577427928)"
"3-1-03","31","16","15","1","3","4","3","1","2","5","5","5","2","21","41,5460413516295","2,44834105823377","POINT (2.44834105823377 41.5460413516295)"
"2-4-03","648","300","348","100","86","41","61","89","120","46","71","24","10","103","41,5461728642547","2,45345997469611","POINT (2.45345997469611 41.5461728642547)"
"5-4-11","25","16","9","3","1","3","1","2","4","2","2","6","1","16","41,545094866608","2,42321706180154","POINT (2.42321706180154 41.545094866608)"
"4-5-01","81","47","34","11","4","4","3","11","14","14","10","7","3","50","41,546043956691","2,42826231262359","POINT (2.42826231262359 41.546043956691)"
"4-5-16","368","192","176","37","27","26","27","55","60","50","44","24","18","198","41,545951798613","2,4295690337733","POINT (2.4295690337733 41.545951798613)"
"3-1-05","29","15","14","3","4","0","1","6","5","5","4","1","0","19","41,5462441253412","2,44949188023687","POINT (2.44949188023687 41.5462441253412)"
"4-4-14","247","120","127","37","40","2","16","58","51","22","17","1","3","149","41,5461511169162","2,4313948210987","POINT (2.4313948210987 41.5461511169162)"
"4-4-13","38","17","21","0","4","5","2","7","7","4","6","1","2","15","41,5462167348146","2,43248538823408","POINT (2.43248538823408 41.5462167348146)"
"3-11-02","279","129","150","24","39","18","14","43","69","34","20","10","8","109","41,5463429279105","2,44696887410212","POINT (2.44696887410212 41.5463429279105)"
"4-4-15","61","32","29","3","4","3","3","6","8","12","10","8","4","36","41,54642100347","2,43071076141516","POINT (2.43071076141516 41.54642100347)"
"2-4-04","435","192","243","47","60","32","39","53","89","44","46","16","9","61","41,5465714530304","2,45332624251811","POINT (2.45332624251811 41.5465714530304)"
"4-5-05","249","129","120","20","23","17","13","46","45","29","29","17","10","104","41,5462113807809","2,42767293770965","POINT (2.42767293770965 41.5462113807809)"
"3-1-06","21","11","10","2","2","0","0","3","3","3","2","3","3","13","41,5465762686365","2,44919274451235","POINT (2.44919274451235 41.5465762686365)"
"3-10-01","544","297","247","32","41","32","29","68","61","92","67","73","49","242","41,5459792223802","2,44364097608104","POINT (2.44364097608104 41.5459792223802)"
"4-1-06","202","108","94","14","18","12","9","43","38","20","18","19","11","81","41,547011362911","2,44055530639173","POINT (2.44055530639173 41.547011362911)"
"2-5-02","379","201","178","33","22","19","22","49","55","56","44","44","35","150","41,547177062917","2,4529939267656","POINT (2.4529939267656 41.547177062917)"
"3-1-07","35","18","17","3","4","2","1","5","6","4","2","4","4","13","41,5471370769098","2,44825587540309","POINT (2.44825587540309 41.5471370769098)"
"3-11-03","334","171","163","21","25","25","30","44","39","50","46","31","23","165","41,5470996180284","2,44699684696957","POINT (2.44699684696957 41.5470996180284)"
"4-5-14","48","25","23","6","5","5","2","7","11","5","3","2","2","23","41,5475476119327","2,42756315480059","POINT (2.42756315480059 41.5475476119327)"
"3-1-10","114","62","52","9","7","12","12","8","15","19","14","14","4","33","41,5477740694056","2,44829564634029","POINT (2.44829564634029 41.5477740694056)"
"3-11-06","115","63","52","12","10","9","6","17","19","12","11","13","6","27","41,5478301856036","2,44745134146019","POINT (2.44745134146019 41.5478301856036)"
"3-2-01","605","265","340","81","74","39","54","72","140","40","48","33","24","99","41,5476886585714","2,45057716316195","POINT (2.45057716316195 41.5476886585714)"
"3-11-05","154","82","72","12","10","16","12","21","21","21","17","12","12","40","41,5478500615884","2,4466936134906","POINT (2.4466936134906 41.5478500615884)"
"4-1-09","104","54","50","14","10","3","2","19","22","10","12","8","4","42","41,5477342681601","2,44073590505941","POINT (2.44073590505941 41.5477342681601)"
"3-11-04","92","49","43","4","7","5","5","14","13","8","10","18","8","38","41,5478819669415","2,44575289451146","POINT (2.44575289451146 41.5478819669415)"
"3-1-15","132","71","61","23","10","10","9","22","26","11","13","5","3","23","41,5479589054404","2,44985055211538","POINT (2.44985055211538 41.5479589054404)"
"4-4-12","243","126","117","27","36","14","10","50","44","26","24","9","3","144","41,5472936527628","2,43267228311711","POINT (2.43267228311711 41.5472936527628)"
"4-3-04","137","66","71","7","9","10","11","15","29","16","14","18","8","50","41,547644624053","2,43468124181254","POINT (2.43468124181254 41.547644624053)"
"2-5-03","138","82","56","6","6","15","6","12","12","29","21","20","11","65","41,5478541798566","2,45222371076605","POINT (2.45222371076605 41.5478541798566)"
"4-9-04","53","36","17","10","1","2","3","10","6","8","4","6","3","26","41,5468445674206","2,43653465478829","POINT (2.43653465478829 41.5468445674206)"
"4-5-09","46","20","26","5","8","2","3","9","6","4","8","0","1","24","41,5471797794744","2,42846806843655","POINT (2.42846806843655 41.5471797794744)"
"3-11-01","475","254","221","35","44","42","31","68","53","73","69","36","24","220","41,5465977944714","2,44585634215077","POINT (2.44585634215077 41.5465977944714)"
"4-3-07","155","72","83","14","7","9","12","24","32","19","22","6","10","82","41,5472166543936","2,43374883150006","POINT (2.43374883150006 41.5472166543936)"
"4-4-18","198","89","109","18","30","12","15","38","44","18","17","3","3","118","41,5471238758545","2,43107642971956","POINT (2.43107642971956 41.5471238758545)"
"3-10-04","24","13","11","0","0","0","1","2","0","7","6","4","4","24","41,5472049008599","2,44397620534615","POINT (2.44397620534615 41.5472049008599)"
"5-21-05","85","43","42","3","2","3","4","8","7","21","18","8","11","58","41,5468704272014","2,42566387291752","POINT (2.42566387291752 41.5468704272014)"
"4-1-11","36","21","15","4","3","0","1","3","5","6","2","8","4","15","41,5473456609719","2,43991751551942","POINT (2.43991751551942 41.5473456609719)"
"3-9-01","35","18","17","3","1","2","1","4","7","7","4","2","4","23","41,5473302339102","2,44232113265956","POINT (2.44232113265956 41.5473302339102)"
"2-5-04","221","117","104","14","17","14","8","28","30","40","30","21","19","97","41,5475603256009","2,45294993280837","POINT (2.45294993280837 41.5475603256009)"
"2-5-01","344","167","177","33","35","18","23","61","72","26","19","29","28","124","41,5473951687472","2,45185510657687","POINT (2.45185510657687 41.5473951687472)"
"4-1-07","134","71","63","8","15","8","7","24","22","15","10","16","9","68","41,5473840065612","2,44133608901143","POINT (2.44133608901143 41.5473840065612)"
"4-1-10","63","38","25","3","3","3","4","14","6","9","9","9","3","35","41,547513263947","2,4403005202999","POINT (2.4403005202999 41.547513263947)"
"3-1-12","217","99","118","17","18","18","23","28","50","26","22","10","5","28","41,5476010666345","2,44986446350935","POINT (2.44986446350935 41.5476010666345)"
"4-3-03","121","58","63","9","9","6","7","14","23","16","12","13","12","52","41,5473728399396","2,43492046422419","POINT (2.43492046422419 41.5473728399396)"
"4-4-19","225","118","107","29","20","13","9","47","53","24","22","5","3","128","41,547411805636","2,42992930085149","POINT (2.42992930085149 41.547411805636)"
"4-4-01","121","67","54","9","3","11","10","15","16","17","15","15","10","56","41,547540527153","2,4335283460484","POINT (2.4335283460484 41.547540527153)"
"4-9-05","156","71","85","10","12","8","16","26","24","16","25","11","8","65","41,5475237236613","2,43591595224019","POINT (2.43591595224019 41.5475237236613)"
"3-1-11","145","66","79","8","17","7","9","18","21","16","23","17","9","45","41,5476868411647","2,449138268213","POINT (2.449138268213 41.5476868411647)"
"3-10-05","42","23","19","1","2","4","2","1","4","12","6","5","5","26","41,5467752150973","2,44285041166172","POINT (2.44285041166172 41.5467752150973)"
"4-4-17","160","82","78","19","19","11","9","32","26","15","19","5","5","96","41,546781708632","2,4303235882963","POINT (2.4303235882963 41.546781708632)"
"3-1-08","58","31","27","4","4","2","0","5","11","8","4","12","8","26","41,5470406639371","2,44917508624342","POINT (2.44917508624342 41.5470406639371)"
"4-5-12","139","66","73","10","15","12","14","20","26","16","13","8","5","69","41,5469589725782","2,42734254089486","POINT (2.42734254089486 41.5469589725782)"
"3-1-02","27","15","12","0","0","2","3","1","0","5","4","7","5","16","41,5467610622035","2,44786315468317","POINT (2.44786315468317 41.5467610622035)"
"4-4-03","250","118","132","22","21","10","17","34","37","30","38","22","19","87","41,5482636418479","2,43323168008688","POINT (2.43323168008688 41.5482636418479)"
"4-3-05","79","44","35","11","4","3","4","12","11","8","7","10","9","36","41,5487147212648","2,43428279135764","POINT (2.43428279135764 41.5487147212648)"
"3-9-07","111","58","53","4","6","5","4","14","12","21","15","14","16","66","41,548284277358","2,44347886056125","POINT (2.44347886056125 41.548284277358)"
"3-11-10","50","21","29","2","4","2","5","4","8","7","8","6","4","29","41,5487545046542","2,44755972990937","POINT (2.44755972990937 41.5487545046542)"
"4-5-15","409","203","206","44","48","32","36","74","73","44","45","9","4","233","41,5482691814913","2,42679750250096","POINT (2.42679750250096 41.5482691814913)"
"4-7-03","267","132","135","24","24","15","21","37","38","34","28","22","24","129","41,5485603944314","2,42931290033104","POINT (2.42931290033104 41.5485603944314)"
"4-2-03","113","53","60","10","7","5","7","17","25","8","15","13","6","51","41,5488176700034","2,43563167663274","POINT (2.43563167663274 41.5488176700034)"
"3-1-14","54","29","25","3","4","4","3","9","8","8","5","5","5","18","41,5480289321803","2,44920346893749","POINT (2.44920346893749 41.5480289321803)"
"4-1-08","140","77","63","14","10","11","9","20","23","17","12","15","9","47","41,5479050267102","2,44111185987985","POINT (2.44111185987985 41.5479050267102)"
"3-1-13","29","14","15","1","2","1","1","3","5","4","3","5","4","13","41,5481078229563","2,44839579407065","POINT (2.44839579407065 41.5481078229563)"
"4-4-20","187","86","101","12","14","12","17","26","32","27","28","9","10","136","41,5477482659011","2,43096167541931","POINT (2.43096167541931 41.5477482659011)"
"3-11-08","86","42","44","10","9","3","4","12","16","9","9","8","6","31","41,548174862734","2,44752891947907","POINT (2.44752891947907 41.548174862734)"
"3-11-07","87","40","47","4","11","5","9","13","6","9","13","9","8","25","41,5481956350386","2,44673510403518","POINT (2.44673510403518 41.5481956350386)"
"3-9-04","35","17","18","3","3","1","0","3","7","5","6","5","2","19","41,5480664086895","2,44431983320292","POINT (2.44431983320292 41.5480664086895)"
"4-1-12","24","22","2","3","1","0","1","6","0","2","0","11","0","","41,5479935607104","2,43949596336377","POINT (2.43949596336377 41.5479935607104)"
"4-5-08","145","70","75","13","16","8","8","29","29","13","19","7","3","92","41,5476849437194","2,42828620126187","POINT (2.42828620126187 41.5476849437194)"
"3-9-05","52","26","26","4","5","3","1","9","10","3","5","7","5","22","41,5482626535752","2,44465452550175","POINT (2.44465452550175 41.5482626535752)"
"3-7-01","245","118","127","19","26","15","16","38","44","30","30","16","11","95","41,5483021581954","2,44188455933847","POINT (2.44188455933847 41.5483021581954)"
"3-2-03","536","256","280","69","81","34","35","79","102","42","48","32","14","87","41,5483162709512","2,4505580246365","POINT (2.4505580246365 41.5483162709512)"
"2-5-06","336","172","164","16","27","23","16","47","53","59","48","27","20","148","41,5482817442722","2,45279571473046","POINT (2.45279571473046 41.5482817442722)"
"4-3-06","196","85","111","15","22","11","17","23","37","19","23","17","12","76","41,5481713120243","2,4343804541484","POINT (2.4343804541484 41.5481713120243)"
"3-2-02","856","388","468","79","96","61","68","112","174","75","95","61","35","179","41,5481857299592","2,45139862902158","POINT (2.45139862902158 41.5481857299592)"
"4-1-13","194","108","86","23","13","13","12","32","30","27","24","13","7","103","41,5482899743088","2,44020619726033","POINT (2.44020619726033 41.5482899743088)"
"3-11-09","56","25","31","1","7","6","5","4","7","8","10","6","2","26","41,548487948519","2,44774356608221","POINT (2.44774356608221 41.548487948519)"
"4-7-02","216","106","110","20","30","19","13","38","35","17","23","12","9","151","41,5482318507583","2,42903285037151","POINT (2.42903285037151 41.5482318507583)"
"3-9-02","272","137","135","21","24","15","17","39","36","36","38","26","20","119","41,5482152363319","2,44261642920249","POINT (2.44261642920249 41.5482152363319)"
"4-7-01","56","31","25","5","4","7","2","5","11","10","7","4","1","44","41,5485152404537","2,42806931563531","POINT (2.42806931563531 41.5485152404537)"
"4-4-02","168","90","78","19","14","8","10","28","26","17","18","18","10","88","41,5482078505865","2,43380921526762","POINT (2.43380921526762 41.5482078505865)"
"4-1-14","195","93","102","14","21","8","16","27","30","25","20","19","15","98","41,548450339659","2,44066745836131","POINT (2.44066745836131 41.548450339659)"
"3-7-02","96","51","45","12","6","7","4","15","19","8","11","9","5","47","41,5486187310242","2,44146967201722","POINT (2.44146967201722 41.5486187310242)"
"3-3-01","443","203","240","31","45","30","43","54","80","55","56","33","16","108","41,5486298864174","2,45211552493283","POINT (2.45211552493283 41.5486298864174)"
"3-1-17","766","335","431","69","69","51","82","106","171","71","82","38","27","159","41,5485022912838","2,44943666252751","POINT (2.44943666252751 41.5485022912838)"
"3-7-03","169","90","79","16","20","12","7","29","24","16","17","17","11","83","41,5487488553495","2,44217510885307","POINT (2.44217510885307 41.5487488553495)"
"4-4-04","60","31","29","5","3","3","6","6","6","8","10","9","4","28","41,5489422218758","2,43384251312118","POINT (2.43384251312118 41.5489422218758)"
"3-3-02","374","174","200","43","50","29","29","50","79","34","33","18","9","69","41,5488875455966","2,45043190110472","POINT (2.45043190110472 41.5488875455966)"
"3-8-02","122","70","52","13","4","10","10","16","14","21","14","10","10","45","41,5490992130234","2,44181620116559","POINT (2.44181620116559 41.5490992130234)"
"4-2-01","42","22","20","1","3","2","1","6","9","9","2","4","5","22","41,5490265675485","2,43652883084733","POINT (2.43652883084733 41.5490265675485)"
"3-9-08","60","31","29","4","1","6","5","5","12","8","5","8","6","33","41,5489611413993","2,44407994645123","POINT (2.44407994645123 41.5489611413993)"
"4-1-15","79","43","36","10","8","0","3","15","14","9","7","9","4","38","41,5490355573311","2,4392212969623","POINT (2.4392212969623 41.5490355573311)"
"3-9-10","59","28","31","5","8","4","2","7","10","6","7","6","4","18","41,549704729765","2,44386952214626","POINT (2.44386952214626 41.549704729765)"
"3-4-02","294","153","141","45","22","20","24","44","57","29","29","15","9","79","41,5497819895549","2,45111478592513","POINT (2.45111478592513 41.5497819895549)"
"4-4-07","65","40","25","11","4","3","2","13","11","5","6","8","2","24","41,5497202137544","2,43266405400084","POINT (2.43266405400084 41.5497202137544)"
"3-7-07","58","34","24","10","5","4","3","11","7","6","4","3","5","30","41,5498646610526","2,44312470416903","POINT (2.44312470416903 41.5498646610526)"
"4-2-11","89","48","41","11","11","4","6","19","11","9","6","5","7","38","41,5498415542371","2,43512082934764","POINT (2.43512082934764 41.5498415542371)"
"3-8-04","240","123","117","15","19","12","18","34","31","39","36","23","13","100","41,5497625327738","2,44172906150648","POINT (2.44172906150648 41.5497625327738)"
"4-2-07","143","67","76","11","13","9","13","19","25","17","17","11","8","82","41,5497726652881","2,43364648322865","POINT (2.43364648322865 41.5497726652881)"
"3-8-03","239","113","126","11","16","12","21","32","34","35","32","23","23","123","41,5497473119991","2,44117674790618","POINT (2.44117674790618 41.5497473119991)"
"4-7-08","86","35","51","3","11","6","6","11","17","8","12","7","5","52","41,5489775812396","2,42703172278308","POINT (2.42703172278308 41.5489775812396)"
"4-4-21","193","95","98","21","28","13","15","33","32","20","19","8","4","98","41,5487953973945","2,43119060767249","POINT (2.43119060767249 41.5487953973945)"
