CODI_INE,NOMBRE_HABITANTS,NOMBRE_DONES,NOMBRE_HOMES,DONES_00_16,HOMES_00_16,DONES_17_29,HOMES_17_29,DONES_30_49,HOMES_30_49,DONES_50_69,HOMES_50_69,DONES_70,HOMES_70,NOMBRE_VEHICLES,LAT,LNG,WKT
"3-9-12","60","31","29","5","6","6","2","8","6","6","9","6","6","26","41,5490824230156","2,44452210724114","POINT (2.44452210724114 41.5490824230156)"
"4-2-02","66","34","32","1","8","1","5","15","9","10","7","7","3","33","41,5491892306675","2,43617036286676","POINT (2.43617036286676 41.5491892306675)"
"4-4-11","267","133","134","42","39","7","10","55","59","18","18","11","8","132","41,5487190763811","2,43246809335388","POINT (2.43246809335388 41.5487190763811)"
"4-4-05","101","54","47","10","10","5","5","17","19","15","12","7","1","50","41,5491291823333","2,43345967980898","POINT (2.43345967980898 41.5491291823333)"
"3-9-09","64","40","24","8","5","5","0","7","9","8","6","12","4","27","41,549101163933","2,44334726375404","POINT (2.44334726375404 41.549101163933)"
"3-3-04","347","174","173","35","35","21","23","55","63","46","37","17","15","106","41,5493410341296","2,45150087206049","POINT (2.45150087206049 41.5493410341296)"
"4-7-07","53","26","27","4","5","1","5","10","12","5","2","6","3","27","41,5490169597463","2,4275739556671","POINT (2.4275739556671 41.5490169597463)"
"4-7-06","193","102","91","14","20","16","8","32","28","25","25","15","10","111","41,5492769197056","2,42861911498558","POINT (2.42861911498558 41.5492769197056)"
"3-7-05","92","53","39","9","6","11","6","12","9","16","13","5","5","44","41,5494645822997","2,44301295827546","POINT (2.44301295827546 41.5494645822997)"
"4-2-06","122","59","63","7","6","6","10","15","17","12","15","19","15","54","41,5490503672913","2,43462538487965","POINT (2.43462538487965 41.5490503672913)"
"4-2-04","187","89","98","8","21","3","10","31","30","27","25","20","12","100","41,5493357945439","2,43549533645526","POINT (2.43549533645526 41.5493357945439)"
"4-4-06","137","65","72","15","11","4","12","25","22","13","19","8","8","69","41,5493645603327","2,43306693944407","POINT (2.43306693944407 41.5493645603327)"
"3-4-01","487","211","276","54","54","24","38","65","112","40","52","28","20","107","41,5494543683015","2,45016579414449","POINT (2.45016579414449 41.5494543683015)"
"4-2-05","111","60","51","11","8","7","8","18","13","12","14","12","8","50","41,5495361843585","2,43474261976252","POINT (2.43474261976252 41.5495361843585)"
"3-5-03","208","101","107","24","25","16","8","28","44","21","20","12","10","50","41,5494854718966","2,44865340370242","POINT (2.44865340370242 41.5494854718966)"
"3-5-02","508","242","266","47","64","34","36","78","90","63","54","20","22","133","41,5493640653419","2,44928101913746","POINT (2.44928101913746 41.5493640653419)"
"4-7-09","113","54","59","7","14","8","8","16","14","12","14","11","9","73","41,5495321108015","2,42726716339959","POINT (2.42726716339959 41.5495321108015)"
"4-7-04","112","59","53","13","6","7","6","17","19","8","13","14","9","49","41,5489193448307","2,42808905087499","POINT (2.42808905087499 41.5489193448307)"
"3-3-03","431","208","223","23","37","33","30","52","66","55","59","45","31","150","41,548971897525","2,45177237018139","POINT (2.45177237018139 41.548971897525)"
"3-8-01","153","81","72","15","14","12","11","22","24","22","18","10","5","59","41,5489944503914","2,44127111024683","POINT (2.44127111024683 41.5489944503914)"
"4-7-05","216","111","105","23","20","17","18","29","29","27","28","15","10","100","41,5488008324853","2,42969643213724","POINT (2.42969643213724 41.5488008324853)"
"3-7-04","164","83","81","18","11","10","16","25","30","18","17","12","7","71","41,5490624241515","2,4427345201505","POINT (2.4427345201505 41.5490624241515)"
"3-13-01","158","79","79","7","12","11","12","19","15","28","27","14","13","95","41,5508734531905","2,43869533082598","POINT (2.43869533082598 41.5508734531905)"
"3-4-07","267","136","131","28","25","18","14","35","47","34","32","21","13","106","41,5512541247291","2,44932545861766","POINT (2.44932545861766 41.5512541247291)"
"3-13-02","248","128","120","30","22","19","19","42","41","27","31","10","7","153","41,5512933087889","2,43782603528976","POINT (2.43782603528976 41.5512933087889)"
"3-5-07","203","105","98","24","23","9","13","38","37","18","17","16","8","69","41,5516569972593","2,44877636940082","POINT (2.44877636940082 41.5516569972593)"
"3-14-02","98","48","50","3","9","8","10","11","7","21","23","5","1","67","41,5516839075939","2,44430854163457","POINT (2.44430854163457 41.5516839075939)"
"3-9-18","408","191","217","24","28","24","45","41","44","81","82","21","18","246","41,5513423835223","2,44764098880506","POINT (2.44764098880506 41.5513423835223)"
"3-9-14","111","54","57","7","16","9","6","19","18","10","9","9","8","40","41,5501984261296","2,44439379133517","POINT (2.44439379133517 41.5501984261296)"
"4-4-10","147","80","67","21","20","5","4","38","28","10","8","6","7","74","41,5499171281997","2,43206085021809","POINT (2.43206085021809 41.5499171281997)"
"3-4-03","492","226","266","55","50","38","38","57","103","56","61","20","14","106","41,5501600431712","2,45053963104225","POINT (2.45053963104225 41.5501600431712)"
"3-7-08","62","31","31","4","4","4","6","9","8","7","5","7","8","27","41,5502695365276","2,44367693001233","POINT (2.44367693001233 41.5502695365276)"
"3-4-05","250","120","130","30","27","14","23","30","45","25","19","21","16","39","41,5502853815497","2,44953333951924","POINT (2.44953333951924 41.5502853815497)"
"3-7-10","76","35","41","0","6","2","8","12","15","8","8","13","4","29","41,5503303457596","2,44309316687561","POINT (2.44309316687561 41.5503303457596)"
"4-2-08","358","183","175","49","36","21","24","57","58","31","41","25","16","127","41,5501581563785","2,43409904919909","POINT (2.43409904919909 41.5501581563785)"
"3-7-11","219","112","107","22","22","13","11","36","37","24","29","17","8","112","41,5503754929166","2,44235279926521","POINT (2.44235279926521 41.5503754929166)"
"4-2-10","172","84","88","20","23","8","4","34","35","10","15","12","11","78","41,5501897882846","2,43285353176129","POINT (2.43285353176129 41.5501897882846)"
"3-9-17","612","302","310","46","49","37","51","77","85","108","92","34","33","315","41,5500264406743","2,44774165993957","POINT (2.44774165993957 41.5500264406743)"
"3-5-04","340","173","167","33","37","28","24","56","52","29","36","27","18","99","41,5502497464575","2,44840681891448","POINT (2.44840681891448 41.5502497464575)"
"3-8-06","181","94","87","22","15","16","12","32","36","16","16","8","8","86","41,5504464508514","2,44164019659154","POINT (2.44164019659154 41.5504464508514)"
"3-4-04","200","95","105","12","21","16","10","22","29","37","32","8","13","82","41,5505537825576","2,45017754625149","POINT (2.45017754625149 41.5505537825576)"
"3-5-05","423","205","218","51","44","27","40","69","76","37","39","21","19","126","41,5503973996003","2,44889020318454","POINT (2.44889020318454 41.5503973996003)"
"3-8-05","223","110","113","18","35","11","8","41","37","20","19","20","14","90","41,550527030801","2,44109193356836","POINT (2.44109193356836 41.550527030801)"
"3-4-06","437","212","225","49","49","20","35","69","80","46","43","28","18","138","41,5508435474969","2,44959508668607","POINT (2.44959508668607 41.5508435474969)"
"3-9-15","211","110","101","20","15","19","20","36","30","25","25","10","11","93","41,5508207329951","2,44468187410975","POINT (2.44468187410975 41.5508207329951)"
"3-7-09","184","93","91","20","19","16","17","28","28","18","19","11","8","78","41,5508332319143","2,44391718820237","POINT (2.44391718820237 41.5508332319143)"
"3-5-06","227","105","122","16","25","18","24","37","46","25","18","9","9","71","41,5510613460834","2,44846419980502","POINT (2.44846419980502 41.5510613460834)"
"3-14-03","373","182","191","24","38","29","33","50","39","67","60","12","21","230","41,5518369099219","2,44290082651732","POINT (2.44290082651732 41.5518369099219)"
"3-13-04","248","132","116","28","24","21","22","43","35","31","30","9","5","158","41,5519995821716","2,43638302748311","POINT (2.43638302748311 41.5519995821716)"
"3-13-05","133","66","67","25","23","5","4","31","32","5","7","0","1","50","41,5523501680989","2,43552809645699","POINT (2.43552809645699 41.5523501680989)"
"3-6-11","62","30","32","6","10","5","0","10","7","6","12","3","3","45","41,5525752915327","2,44740599496386","POINT (2.44740599496386 41.5525752915327)"
"3-13-08","62","35","27","4","4","4","4","12","6","13","11","2","2","35","41,5523818693756","2,43871202005495","POINT (2.43871202005495 41.5523818693756)"
"2-10-04","229","113","116","21","24","14","15","35","42","29","25","14","10","99","41,5392190047618","2,44812440385872","POINT (2.44812440385872 41.5392190047618)"
"2-8-01","567","298","269","51","47","22","27","93","87","72","77","60","31","229","41,5446450006505","2,44431770331754","POINT (2.44431770331754 41.5446450006505)"
"3-12-01","1423","701","722","105","110","68","101","183","181","210","209","135","121","1005","41,5684147744913","2,4445236833771","POINT (2.4445236833771 41.5684147744913)"
"2-5-07","824","412","412","65","73","57","65","112","118","97","107","81","49","490","41,5552018979418","2,46887436860423","POINT (2.46887436860423 41.5552018979418)"
"3-6-02","88","39","49","4","15","1","3","17","12","10","12","7","7","46","41,5525058481851","2,44546739155154","POINT (2.44546739155154 41.5525058481851)"
"3-13-10","331","164","167","36","33","18","29","63","57","39","36","8","12","191","41,5525341019829","2,44023857220765","POINT (2.44023857220765 41.5525341019829)"
"3-6-15","48","22","26","2","4","3","6","4","3","8","9","5","4","30","41,5529009587663","2,44792835612045","POINT (2.44792835612045 41.5529009587663)"
"3-6-03","178","98","80","13","13","17","16","23","21","35","24","10","6","120","41,5526492678562","2,44597144710803","POINT (2.44597144710803 41.5526492678562)"
"3-6-08","38","19","19","5","5","1","2","4","5","7","7","2","0","24","41,5528208572346","2,44649479549654","POINT (2.44649479549654 41.5528208572346)"
"3-6-12","75","40","35","6","1","9","6","9","10","11","14","5","4","54","41,5530118688029","2,44695288592578","POINT (2.44695288592578 41.5530118688029)"
"3-13-11","116","60","56","10","10","10","9","16","12","19","18","5","7","67","41,5529640981979","2,43962734990378","POINT (2.43962734990378 41.5529640981979)"
"6-1-01","36","18","18","0","0","1","1","3","3","10","9","4","5","19","41,5316280055032","2,44334999152899","POINT (2.44334999152899 41.5316280055032)"
"5-2-04","273","127","146","30","28","16","23","36","46","29","35","16","14","109","41,5437524272839","2,42752367626899","POINT (2.42752367626899 41.5437524272839)"
"4-6-02","33","16","17","2","2","1","4","2","2","3","4","8","5","9","41,5436558961044","2,43776169683393","POINT (2.43776169683393 41.5436558961044)"
"4-5-22","237","113","124","28","30","9","8","48","56","19","23","9","7","122","41,5450182434775","2,43101168618321","POINT (2.43101168618321 41.5450182434775)"
"4-5-29","51","28","23","9","4","2","4","10","11","4","4","3","0","26","41,5454377927457","2,43019097503732","POINT (2.43019097503732 41.5454377927457)"
"4-5-20","48","22","26","3","6","1","2","7","6","10","10","1","2","32","41,5450105773666","2,43028171533312","POINT (2.43028171533312 41.5450105773666)"
"3-9-11","67","31","36","4","7","6","6","7","6","12","12","2","5","34","41,5494427721745","2,44419989586002","POINT (2.44419989586002 41.5494427721745)"
"2-7-10","175","85","90","26","28","1","7","36","36","19","15","3","4","86","41,5453673203776","2,45108183231277","POINT (2.45108183231277 41.5453673203776)"
"3-13-07","218","103","115","25","20","6","18","36","39","28","30","8","8","140","41,5518233089466","2,43949961702286","POINT (2.43949961702286 41.5518233089466)"
"6-9-05","61","32","29","4","2","6","8","6","6","7","11","9","2","27","41,5318668232837","2,43842875441211","POINT (2.43842875441211 41.5318668232837)"
"1-2-07","144","71","73","7","17","12","7","21","29","16","14","15","6","53","41,5367344546162","2,44815147138832","POINT (2.44815147138832 41.5367344546162)"
"1-1-06","149","82","67","6","10","9","10","28","21","21","19","18","7","72","41,5364875335133","2,44262124653628","POINT (2.44262124653628 41.5364875335133)"
"1-2-06","200","100","100","24","30","11","8","35","37","22","20","8","5","84","41,5366953671886","2,44677789714499","POINT (2.44677789714499 41.5366953671886)"
"1-1-01","326","176","150","24","21","19","16","62","56","41","41","30","16","134","41,5361405381661","2,44478399930127","POINT (2.44478399930127 41.5361405381661)"
"6-10-01","202","104","98","19","22","11","8","38","36","25","25","11","7","103","41,5320354032016","2,43720218346706","POINT (2.43720218346706 41.5320354032016)"
"6-10-04","283","132","151","22","34","15","18","43","58","28","29","24","12","101","41,5323255608058","2,43640269300079","POINT (2.43640269300079 41.5323255608058)"
"6-10-03","151","77","74","7","14","12","9","21","24","23","18","14","9","63","41,5326522972139","2,43678822472182","POINT (2.43678822472182 41.5326522972139)"
"6-10-08","221","109","112","19","24","14","14","39","44","25","23","12","7","109","41,5326320069464","2,43791780299375","POINT (2.43791780299375 41.5326320069464)"
"6-14-06","274","145","129","23","12","21","22","29","31","48","42","24","22","116","41,5368181893744","2,43436762994748","POINT (2.43436762994748 41.5368181893744)"
"5-9-06","202","100","102","16","19","10","14","31","32","17","24","26","13","80","41,5367720223011","2,42325499632581","POINT (2.42325499632581 41.5367720223011)"
"6-1-03","299","152","147","36","42","11","8","64","54","24","30","17","13","102","41,5328048016203","2,44291890005657","POINT (2.44291890005657 41.5328048016203)"
"6-10-05","397","210","187","40","32","24","31","57","60","51","43","38","21","144","41,5329688690252","2,43605131243902","POINT (2.43605131243902 41.5329688690252)"
"6-10-02","159","84","75","20","15","6","7","30","29","21","22","7","2","76","41,5330905589955","2,4373585015053","POINT (2.4373585015053 41.5330905589955)"
"6-13-08","118","89","29","0","0","0","0","0","0","3","1","86","28","","41,5367677730469","2,42926775243399","POINT (2.42926775243399 41.5367677730469)"
"6-7-04","382","201","181","39","42","21","18","69","73","46","39","26","9","105","41,5369414800425","2,4317778932665","POINT (2.4317778932665 41.5369414800425)"
"6-4-04","174","91","83","12","14","8","8","35","30","18","17","18","14","85","41,536688933832","2,43867467585857","POINT (2.43867467585857 41.536688933832)"
"6-4-01","107","48","59","4","12","12","12","13","18","13","15","6","2","51","41,5369473037234","2,4402656628929","POINT (2.4402656628929 41.5369473037234)"
"6-1-04","932","493","439","77","79","53","61","144","136","126","111","93","52","330","41,5331780901114","2,44360455223568","POINT (2.44360455223568 41.5331780901114)"
"6-3-12","95","48","47","8","11","7","6","15","12","12","9","6","9","56","41,533332643147","2,43877847769783","POINT (2.43877847769783 41.533332643147)"
"6-10-06","86","39","47","7","11","5","9","16","14","7","10","4","3","37","41,5335219130093","2,43680774915061","POINT (2.43680774915061 41.5335219130093)"
"5-13-02","368","192","176","31","30","14","20","54","59","64","50","29","17","152","41,5369919119982","2,4280756568204","POINT (2.4280756568204 41.5369919119982)"
"6-14-04","358","191","167","25","30","20","24","53","53","49","39","44","21","117","41,5370333797659","2,43590406407953","POINT (2.43590406407953 41.5370333797659)"
"1-1-08","139","71","68","8","11","1","7","28","30","18","9","16","11","54","41,5369457299729","2,44155595830507","POINT (2.44155595830507 41.5369457299729)"
"1-2-08","159","84","75","15","6","13","16","23","17","23","29","10","7","82","41,5369795720398","2,44861282346523","POINT (2.44861282346523 41.5369795720398)"
"6-2-03","69","41","28","6","2","3","4","13","13","8","4","11","5","26","41,5335763209605","2,44210763987699","POINT (2.44210763987699 41.5335763209605)"
"6-1-05","552","288","264","26","52","34","27","90","89","90","59","48","37","201","41,5336862073996","2,44438010653596","POINT (2.44438010653596 41.5336862073996)"
"6-3-11","188","89","99","11","20","6","14","37","31","25","26","10","8","96","41,5337673316484","2,43822495549023","POINT (2.43822495549023 41.5337673316484)"
"5-10-03","158","74","84","10","20","10","12","22","25","21","17","11","10","77","41,5370650209069","2,42388721607486","POINT (2.42388721607486 41.5370650209069)"
"6-7-02","149","74","75","9","15","3","6","15","21","19","16","28","17","59","41,5371405399046","2,43270428606071","POINT (2.43270428606071 41.5371405399046)"
"5-9-01","280","134","146","22","31","11","21","48","54","26","24","27","16","109","41,5369810136361","2,42160491032591","POINT (2.42160491032591 41.5369810136361)"
"5-9-02","212","107","105","16","16","13","24","35","37","26","22","17","6","79","41,5371233470688","2,42213023581487","POINT (2.42213023581487 41.5371233470688)"
"1-2-02","160","94","66","19","14","6","7","33","24","19","13","17","8","51","41,5371622190886","2,4455754513876","POINT (2.4455754513876 41.5371622190886)"
"6-3-09","164","93","71","14","9","9","9","20","16","32","26","18","11","62","41,5340551623048","2,43966194730843","POINT (2.43966194730843 41.5340551623048)"
"1-1-05","124","65","59","13","12","5","4","22","24","13","13","12","6","47","41,534186112431","2,44484303813148","POINT (2.44484303813148 41.534186112431)"
"6-3-10","292","158","134","28","12","21","19","57","63","37","34","15","6","114","41,5341977371124","2,43770691000027","POINT (2.43770691000027 41.5341977371124)"
"6-2-05","94","52","42","8","10","7","4","23","21","6","2","8","5","43","41,5342637946778","2,44136813873316","POINT (2.44136813873316 41.5342637946778)"
"6-5-01","675","358","317","45","51","40","34","101","113","91","72","81","47","164","41,5372465464968","2,43099522696015","POINT (2.43099522696015 41.5372465464968)"
"5-10-01","210","95","115","20","24","10","12","35","43","14","24","16","12","41","41,537306595422","2,42440797095093","POINT (2.42440797095093 41.537306595422)"
"5-9-03","276","131","145","27","36","17","23","44","43","29","35","14","8","79","41,5373381030197","2,4227711196115","POINT (2.4227711196115 41.5373381030197)"
"5-13-03","746","370","376","57","74","62","48","98","121","77","87","76","46","210","41,5375440273465","2,42786727801486","POINT (2.42786727801486 41.5375440273465)"
"1-1-04","217","127","90","27","16","16","13","37","27","26","18","21","16","84","41,5343055280908","2,44537701047143","POINT (2.44537701047143 41.5343055280908)"
"6-3-08","151","83","68","22","13","4","6","28","28","20","17","9","4","78","41,5346060411752","2,439298943174","POINT (2.439298943174 41.5346060411752)"
"6-10-07","991","510","481","74","65","49","62","130","153","139","132","118","69","373","41,5335656602258","2,43455639421391","POINT (2.43455639421391 41.5335656602258)"
"6-11-02","457","237","220","37","34","29","38","71","77","68","48","32","23","191","41,5346318070942","2,43714835017631","POINT (2.43714835017631 41.5346318070942)"
"6-7-01","521","271","250","31","38","35","27","61","76","75","70","69","39","200","41,5374413473564","2,43390425418914","POINT (2.43390425418914 41.5374413473564)"
"1-1-07","183","94","89","13","17","18","12","34","29","19","24","10","7","68","41,5373610988424","2,44217465442084","POINT (2.44217465442084 41.5373610988424)"
"6-8-01","110","58","52","9","10","5","7","17","17","20","15","7","3","54","41,5375665616452","2,42934238385132","POINT (2.42934238385132 41.5375665616452)"
"6-13-02","55","24","31","3","6","1","3","7","6","4","5","9","11","32","41,5375557832263","2,43036016591911","POINT (2.43036016591911 41.5375557832263)"
"6-3-06","178","96","82","11","12","13","10","37","30","19","19","16","11","80","41,5348168156497","2,44077501241397","POINT (2.44077501241397 41.5348168156497)"
"6-12-04","414","218","196","21","25","28","28","43","47","90","70","36","26","223","41,5345395024551","2,43240242053569","POINT (2.43240242053569 41.5345395024551)"
"6-2-04","701","373","328","62","49","33","37","103","105","109","89","66","48","261","41,5344351094156","2,44244270214093","POINT (2.44244270214093 41.5344351094156)"
"6-3-07","189","98","91","11","21","13","13","31","27","25","20","18","10","101","41,5349010699557","2,43862183586718","POINT (2.43862183586718 41.5349010699557)"
"5-10-07","244","118","126","31","30","11","21","40","45","18","20","18","10","43","41,5375252102101","2,42529601407631","POINT (2.42529601407631 41.5375252102101)"
"5-10-04","76","42","34","6","2","9","2","10","12","7","11","10","7","29","41,5376127258212","2,42337538187366","POINT (2.42337538187366 41.5376127258212)"
"2-1-05","398","210","188","46","40","17","26","88","76","38","36","21","10","158","41,5374270048203","2,44944168261684","POINT (2.44944168261684 41.5374270048203)"
"1-2-03","204","108","96","15","13","17","8","35","34","27","25","14","16","80","41,5375370440682","2,44694809292648","POINT (2.44694809292648 41.5375370440682)"
"1-1-03","86","48","38","9","4","5","2","11","14","16","16","7","2","37","41,5348430222823","2,44602291740277","POINT (2.44602291740277 41.5348430222823)"
"6-1-06","616","323","293","49","40","33","35","97","103","87","73","57","42","213","41,534836437834","2,44315603838806","POINT (2.44315603838806 41.534836437834)"
"5-12-01","227","111","116","15","18","17","17","30","34","41","43","8","4","126","41,53521337938","2,4236562617446","POINT (2.4236562617446 41.53521337938)"
"6-11-04","485","238","247","38","55","35","32","83","77","64","73","18","10","222","41,5351762963361","2,43646920191091","POINT (2.43646920191091 41.5351762963361)"
"6-4-03","165","87","78","10","10","15","9","22","21","23","24","17","14","61","41,5375922283882","2,43955722754627","POINT (2.43955722754627 41.5375922283882)"
"6-4-08","379","202","177","33","27","23","22","47","56","65","48","34","24","137","41,5377163291746","2,43538545380174","POINT (2.43538545380174 41.5377163291746)"
"1-4-04","195","98","97","13","12","11","18","31","25","29","29","14","13","93","41,5374433416498","2,44317285270387","POINT (2.44317285270387 41.5374433416498)"
"6-7-03","259","133","126","9","14","19","25","27","28","58","50","20","9","131","41,5376008217151","2,43241073566849","POINT (2.43241073566849 41.5376008217151)"
"5-13-06","73","36","37","7","7","3","1","8","12","10","8","8","9","38","41,535505249758","2,42657584182427","POINT (2.42657584182427 41.535505249758)"
"6-11-01","280","147","133","26","19","15","17","48","54","34","31","24","12","122","41,5353248625673","2,43807968684512","POINT (2.43807968684512 41.5353248625673)"
"5-11-05","706","324","382","74","67","50","60","100","145","64","82","36","28","126","41,5375897866703","2,42696909630499","POINT (2.42696909630499 41.5375897866703)"
"5-8-06","171","85","86","19","20","8","11","30","26","21","22","7","7","77","41,5378062344323","2,42136272725246","POINT (2.42136272725246 41.5378062344323)"
"6-5-02","284","142","142","19","22","20","33","33","42","48","32","22","13","124","41,5378222856801","2,43150912911489","POINT (2.43150912911489 41.5378222856801)"
"5-8-07","199","81","118","14","26","10","18","28","37","12","26","17","11","39","41,5378787230965","2,42189355659413","POINT (2.42189355659413 41.5378787230965)"
"5-10-02","113","54","59","8","10","9","10","17","22","10","11","10","6","36","41,5378750868458","2,42387775153107","POINT (2.42387775153107 41.5378750868458)"
"1-1-09","23","12","11","0","3","1","1","4","3","3","2","4","2","15","41,5379320782356","2,44158002878275","POINT (2.44158002878275 41.5379320782356)"
"1-2-09","154","76","78","24","16","3","3","31","42","16","14","2","3","53","41,5354140170133","2,44680177354341","POINT (2.44680177354341 41.5354140170133)"
"5-10-06","254","104","150","29","25","17","29","37","67","17","25","4","4","47","41,5378695497788","2,4251165750421","POINT (2.4251165750421 41.5378695497788)"
"1-1-11","136","80","56","13","9","6","4","30","24","13","12","18","7","51","41,5379664160059","2,44035223190996","POINT (2.44035223190996 41.5379664160059)"
"1-2-04","202","102","100","16","18","18","13","34","37","23","22","11","10","92","41,5378583052045","2,44770448340041","POINT (2.44770448340041 41.5378583052045)"
"6-3-03","173","91","82","9","11","10","9","33","23","24","28","15","11","76","41,5356504117969","2,44170201285546","POINT (2.44170201285546 41.5356504117969)"
"6-14-01","207","105","102","19","25","11","11","35","37","26","19","14","10","79","41,5356756103983","2,43586255912791","POINT (2.43586255912791 41.5356756103983)"
"5-11-01","583","290","293","46","49","46","46","80","91","91","88","27","19","277","41,5356477188418","2,42296704779279","POINT (2.42296704779279 41.5356477188418)"
"6-12-01","1006","498","508","77","92","76","74","128","162","137","127","80","53","320","41,5350227514308","2,43367306960259","POINT (2.43367306960259 41.5350227514308)"
"6-8-02","68","38","30","5","4","3","3","7","8","10","8","13","7","30","41,5380149487252","2,42960631550867","POINT (2.42960631550867 41.5380149487252)"
"5-8-01","123","61","62","10","9","15","10","14","19","14","17","8","7","54","41,5380911766817","2,42296135468478","POINT (2.42296135468478 41.5380911766817)"
"6-4-10","36","21","15","4","1","2","2","4","4","7","6","4","2","16","41,5382205451998","2,43512614536154","POINT (2.43512614536154 41.5382205451998)"
"5-11-06","719","339","380","75","77","55","61","99","133","67","88","43","21","113","41,5379708468218","2,42656217098355","POINT (2.42656217098355 41.5379708468218)"
"6-4-06","102","61","41","6","5","2","3","11","8","7","9","35","16","26","41,53807697796","2,43732969262667","POINT (2.43732969262667 41.53807697796)"
"6-3-04","239","116","123","21","20","16","14","36","40","27","35","16","14","117","41,5357604810219","2,43973811243074","POINT (2.43973811243074 41.5357604810219)"
"6-11-03","209","93","116","14","21","12","21","42","42","17","27","8","5","95","41,5358418785598","2,43743531436077","POINT (2.43743531436077 41.5358418785598)"
"5-12-02","534","277","257","50","43","30","42","80","72","91","73","26","27","216","41,5359768896428","2,42506769113684","POINT (2.42506769113684 41.5359768896428)"
"1-1-02","248","135","113","30","20","13","14","42","32","32","31","18","16","103","41,535452568091","2,4438221610499","POINT (2.4438221610499 41.535452568091)"
"6-14-03","429","213","216","43","58","20","21","98","86","35","38","17","13","202","41,5360277823882","2,43536606432228","POINT (2.43536606432228 41.5360277823882)"
"1-4-03","107","58","49","14","13","6","3","23","22","8","7","7","4","49","41,5379935583","2,44350068353063","POINT (2.44350068353063 41.5379935583)"
"6-13-03","78","41","37","4","8","5","4","8","6","14","12","10","7","37","41,5381585839583","2,43085268850857","POINT (2.43085268850857 41.5381585839583)"
"6-4-09","27","15","12","3","0","2","0","1","6","3","2","6","4","15","41,5383312167556","2,43569804699218","POINT (2.43569804699218 41.5383312167556)"
"1-1-10","53","29","24","7","5","2","3","11","11","3","3","6","2","22","41,5383154985496","2,44114463287425","POINT (2.44114463287425 41.5383154985496)"
"5-13-05","750","338","412","73","76","48","60","95","148","74","89","48","39","184","41,5360265612436","2,42673359415256","POINT (2.42673359415256 41.5360265612436)"
"6-12-03","281","153","128","16","16","11","9","37","31","60","44","29","28","127","41,535921334721","2,43178316167858","POINT (2.43178316167858 41.535921334721)"
"6-3-02","181","93","88","20","19","9","9","31","31","22","18","11","11","95","41,5360844802674","2,44120639256812","POINT (2.44120639256812 41.5360844802674)"
"5-9-04","111","56","55","9","7","10","8","14","20","17","14","6","6","42","41,5362482817406","2,42201803172732","POINT (2.42201803172732 41.5362482817406)"
"5-13-04","230","118","112","19","17","9","13","33","35","35","26","22","21","82","41,5364027762385","2,42769615953324","POINT (2.42769615953324 41.5364027762385)"
"2-1-06","294","154","140","16","30","24","16","48","45","40","29","26","20","134","41,5380253312445","2,4506605500449","POINT (2.4506605500449 41.5380253312445)"
"6-7-05","67","37","30","6","5","5","4","5","6","14","11","7","4","31","41,5383494191952","2,43360088998697","POINT (2.43360088998697 41.5383494191952)"
"6-5-03","227","119","108","13","14","15","17","23","20","42","36","26","21","118","41,5382928908948","2,43200825499634","POINT (2.43200825499634 41.5382928908948)"
"5-8-02","112","58","54","6","6","9","8","21","17","17","19","5","4","56","41,5383621486392","2,42342781389226","POINT (2.42342781389226 41.5383621486392)"
"5-10-09","320","153","167","32","43","25","30","40","38","36","43","20","13","71","41,5383545425682","2,42605789287141","POINT (2.42605789287141 41.5383545425682)"
"1-2-05","102","52","50","7","10","10","4","20","17","8","13","7","6","50","41,5362451970513","2,44593455204709","POINT (2.44593455204709 41.5362451970513)"
"6-14-05","423","226","197","34","30","29","30","59","52","59","57","45","28","179","41,5364160918544","2,43492001147852","POINT (2.43492001147852 41.5364160918544)"
"6-4-02","342","175","167","33","41","17","17","68","69","37","31","20","9","136","41,536192962634","2,43924161370981","POINT (2.43924161370981 41.536192962634)"
"6-8-04","52","28","24","0","1","2","3","4","5","9","9","13","6","28","41,5384349740938","2,43026747233967","POINT (2.43026747233967 41.5384349740938)"
"1-7-08","179","98","81","8","16","14","10","40","27","23","17","13","11","80","41,5384011229855","2,43873607631623","POINT (2.43873607631623 41.5384011229855)"
"5-10-05","226","115","111","24","22","10","15","32","33","28","24","21","17","86","41,5383246182853","2,42472651625482","POINT (2.42472651625482 41.5383246182853)"
"5-8-04","457","206","251","66","60","16","29","78","98","32","48","14","16","117","41,5385015516284","2,42210366164449","POINT (2.42210366164449 41.5385015516284)"
"6-4-12","132","58","74","12","18","0","12","18","24","19","16","9","4","58","41,5386646607417","2,435153835714","POINT (2.435153835714 41.5386646607417)"
"5-9-05","150","72","78","15","22","6","4","26","29","10","14","15","9","43","41,5364544408345","2,42253886904886","POINT (2.42253886904886 41.5364544408345)"
"6-14-02","182","91","91","15","10","15","17","30","34","21","23","10","7","86","41,5364201816838","2,43668412117332","POINT (2.43668412117332 41.5364201816838)"
"6-3-01","122","66","56","7","13","9","7","20","13","15","17","15","6","48","41,5365204027575","2,44073936625828","POINT (2.44073936625828 41.5365204027575)"
"5-12-03","702","333","369","89","86","37","45","113","142","59","67","35","29","163","41,5364930209302","2,42635886943027","POINT (2.42635886943027 41.5364930209302)"
"2-1-01","288","166","122","30","26","23","16","41","36","39","27","33","17","124","41,5383242536271","2,44880656090176","POINT (2.44880656090176 41.5383242536271)"
